123.714951503	13.2682419684	12.1	702.054401024
123.715794233	13.2686107416	12.2	674.650816646
123.716636966	13.2689795121	12.3	646.060486184
123.717479701	13.2693482797	12.4	628.334600951
123.718322439	13.2697170446	12.5	610.301782018
123.71916518	13.2700858068	12.6	590.322165725
123.720007923	13.2704545661	12.7	574.789436324
123.720850668	13.2708233227	12.8	542.637789431
123.721693416	13.2711920765	12.9	523.303712485
123.722536167	13.2715608276	13	510.03317873
123.723378921	13.2719295758	13.1	495.932269087
123.724221676	13.2722983213	13.2	490.982646011
123.725064435	13.2726670641	13.3	479.211642693
123.725907196	13.273035804	13.4	465.395994113
123.726749959	13.2734045412	13.5	457.267590847
123.727592725	13.2737732757	13.6	445.65121765
123.728435494	13.2741420073	13.7	435.61524152
123.729278265	13.2745107362	13.8	419.619285163
123.730121039	13.2748794623	13.9	408.259412849
123.730963816	13.2752481857	14	394.379886042
123.731806594	13.2756169063	14.1	387.277627607
123.732649376	13.2759856241	14.2	374.931616347
123.73349216	13.2763543391	14.3	365.110957491
123.734334946	13.2767230514	14.4	354.74825855
123.735177736	13.2770917608	14.5	341.03118875
123.736020527	13.2774604676	14.6	328.706439781
123.736863322	13.2778291715	14.7	315.991090189
123.737706118	13.2781978727	14.8	303.003540852
123.738548918	13.2785665711	14.9	299.929611162
123.73939172	13.2789352667	15	295.002025633
123.740234524	13.2793039596	15.1	287.776849939
123.741077331	13.2796726497	15.2	275.760493758
123.741920141	13.280041337	15.3	272.341621248
123.742762953	13.2804100216	15.4	266.653022264
123.743605768	13.2807787034	15.5	252.785768917
123.744448585	13.2811473824	15.6	244.025040556
123.745291405	13.2815160586	15.7	241.618371163
123.746134227	13.2818847321	15.8	232.091861845
123.746977052	13.2822534027	15.9	220.203019568
123.74781988	13.2826220707	16	212.987983646
123.74866271	13.2829907358	16.1	204.621450168
123.749505543	13.2833593982	16.2	194.255702638
123.750348378	13.2837280578	16.3	186.309012273
123.751191216	13.2840967146	16.4	182.801601845
123.752034056	13.2844653687	16.5	178.377659728
123.752876899	13.28483402	16.6	176.159425536
123.753719744	13.2852026685	16.7	163.520140719
123.754562592	13.2855713142	16.8	156.926263817
123.755405443	13.2859399572	16.9	151.899995259
123.756	13.2862	16.9705410195	150.632902656
