15,1013.4,1016.5,1015.7,2016-01-15 00:01 ,1011.1,2016-01-15 15:06 ,17.3,18.4,2016-01-15 10:24 ,14.7,2016-01-15 01:02 ,13.2,77,69,2016-01-15 08:53 ,2.3,280,7.6,320,2016-01-15 15:44 ,0.8,3.7,0.2,2016-01-15 22:45 ,0.3,2016-01-15 22:40 ,0,0,3.24,6.7,-0.2
16,1012.8,1015.9,1016.3,2016-01-16 09:53 ,1009.2,2016-01-16 23:58 ,17.8,19.3,2016-01-16 13:15 ,15.7,2016-01-16 00:49 ,15.1,84,73,2016-01-16 05:31 ,2.1,260,6.3,270,2016-01-16 09:30 ,2,7.7,0.8,2016-01-16 19:25 ,1.1,2016-01-16 19:11 ,0,0,1.26,9.3,0
17,1006.4,1009.4,1012.1,2016-01-17 23:19 ,1002.1,2016-01-17 14:02 ,19.4,24,2016-01-17 14:46 ,15.9,2016-01-17 23:59 ,15.1,77,51,2016-01-17 16:18 ,3.1,300,20.3,70,2016-01-17 22:21 ,3.8,7.1,0.7,2016-01-17 18:21 ,1,2016-01-17 11:09 ,2.4,22.3,8.26,12,-2.9
18,1016,1019.1,1019.7,2016-01-18 23:32 ,1011.9,2016-01-18 00:05 ,15.3,16.7,2016-01-18 12:47 ,14.1,2016-01-18 06:23 ,9.4,68,61,2016-01-18 13:11 ,3.1,290,17.9,10,2016-01-18 02:06 ,0.3,0.5,0.2,2016-01-18 23:30 ,0.3,2016-01-18 23:30 ,0,0,4.82,10.8,-1.1
19,1021,1024.1,1023.4,2016-01-19 22:00 ,1018.3,2016-01-19 01:58 ,13.9,15.6,2016-01-19 02:15 ,13.2,2016-01-19 16:12 ,11.7,86,72,2016-01-19 02:16 ,3.6,270,9.6,270,2016-01-19 23:17 ,14.7,21.7,1,2016-01-19 15:49 ,3.6,2016-01-19 15:11 ,0,0,0,2.3,-0.4
20,1020.8,1023.9,1024.4,2016-01-20 08:17 ,1016.4,2016-01-20 23:58 ,14.9,16.8,2016-01-20 21:40 ,13.1,2016-01-20 03:44 ,13.2,90,82,2016-01-20 18:59 ,3.2,280,10.2,280,2016-01-20 00:15 ,10.2,15.9,1,2016-01-20 02:22 ,2.7,2016-01-20 01:59 ,0,0,1.41,6.5,-0.2
21,1014.6,1017.6,1017.8,2016-01-21 23:38 ,1012,2016-01-21 15:25 ,17.8,19.4,2016-01-21 12:37 ,15.7,2016-01-21 23:54 ,14.9,83,73,2016-01-21 13:14 ,3.1,50,14.7,350,2016-01-21 19:46 ,0,0,0, ,0, ,0.1,0.1,2.6,22.2,-0.7
22,1016.3,1019.4,1019,2016-01-22 08:54 ,1012.8,2016-01-22 14:53 ,16.3,18,2016-01-22 12:31 ,14.8,2016-01-22 07:57 ,13.9,86,74,2016-01-22 13:08 ,2.9,270,12.2,360,2016-01-22 05:28 ,19,14.7,0.8,2016-01-22 22:10 ,3,2016-01-22 19:01 ,0,0,4.26,10.7,-0.8
23,1023.8,1026.9,1030.3,2016-01-23 23:43 ,1016.9,2016-01-23 00:22 ,11.9,16.3,2016-01-23 00:03 ,7.8,2016-01-23 23:59 ,9.1,83,75,2016-01-23 22:50 ,3.5,290,16.5,300,2016-01-23 14:51 ,17.7,21.7,1.2,2016-01-23 00:40 ,4.5,2016-01-23 00:35 ,0,0,0.48,7,-0.6
24,1031.1,1034.3,1033.2,2016-01-24 22:09 ,1029.2,2016-01-24 14:18 ,6.1,7.8,2016-01-24 00:01 ,5,2016-01-24 17:04 ,0.4,67,55,2016-01-24 10:37 ,4.3,280,21.3,300,2016-01-24 11:19 ,0.6,3.8,0.2,2016-01-24 03:15 ,0.3,2016-01-24 02:50 ,0.2,1.8,5.51,9.3,7
25,1030.6,1033.8,1033.2,2016-01-25 08:02 ,1028.3,2016-01-25 15:20 ,8.3,10.7,2016-01-25 23:19 ,5.7,2016-01-25 06:49 ,0.9,60,55,2016-01-25 12:42 ,4.4,270,15.9,320,2016-01-25 00:58 ,0,0,0, ,0, ,0,0,4.29,10.7,1.2
26,1025.8,1029,1028.7,2016-01-26 00:05 ,1023.2,2016-01-26 15:12 ,13,16.8,2016-01-26 16:45 ,10,2016-01-26 03:13 ,9.1,78,65,2016-01-26 00:01 ,1.8,240,6.9,270,2016-01-26 00:17 ,T ,0.2,T ,2016-01-26 10:55 ,T ,2016-01-26 10:55 ,0.2,1.8,2.56,11.8,-0.3
27,1021.6,1024.6,1024.3,2016-01-27 00:01 ,1019.3,2016-01-27 15:18 ,19.5,22.5,2016-01-27 13:23 ,13.9,2016-01-27 00:01 ,13.7,69,60,2016-01-27 11:49 ,3.3,150,13.6,150,2016-01-27 14:06 ,0.8,1.6,0.4,2016-01-27 02:42 ,0.5,2016-01-27 02:20 ,2.9,26.6,8.36,13,-2.2
28,1017,1020,1020.2,2016-01-28 00:01 ,1013.4,2016-01-28 15:01 ,20.9,23.9,2016-01-28 13:29 ,17.7,2016-01-28 06:10 ,16.9,78,64,2016-01-28 01:42 ,2,170,11.2,160,2016-01-28 15:38 ,3.6,9,0.3,2016-01-28 07:10 ,1,2016-01-28 06:50 ,0.6,5.5,5.29,11,-2.1
29,1014.8,1017.8,1016.5,2016-01-29 09:49 ,1012.8,2016-01-29 14:14 ,19.4,21.4,2016-01-29 09:04 ,18.3,2016-01-29 18:27 ,16.5,84,69,2016-01-29 10:59 ,2.4,260,14.3,40,2016-01-29 14:15 ,4.6,6.4,0.7,2016-01-29 23:44 ,1.7,2016-01-29 23:01 ,0,0,1.24,11.3,-0.1
30,1018.2,1021.3,1021.7,2016-01-30 21:29 ,1014.9,2016-01-30 03:30 ,18.1,19.3,2016-01-30 13:31 ,16.2,2016-01-30 23:14 ,15.6,86,77,2016-01-30 13:45 ,2.9,250,16.4,360,2016-01-30 20:55 ,42.5,16,4,2016-01-30 03:29 ,16.1,2016-01-30 03:16 ,0,0,1.22,8.5,-0.8
31,1019.8,1022.9,1023.1,2016-01-31 09:15 ,1016.9,2016-01-31 15:25 ,16.9,19.3,2016-01-31 15:06 ,15.7,2016-01-31 06:08 ,15.2,90,76,2016-01-31 15:06 ,1.8,240,7.4,280,2016-01-31 02:11 ,15.3,16.6,1.5,2016-01-31 02:09 ,3,2016-01-31 00:19 ,0,0,2.27,4.9,-1.1
