X,Y,fid,vertex_index,vertex_part,vertex_part_ring,vertex_part_index,distance,angle
121.606692889432,25.1687678451535,"1","75","0","0","75",0.20203226568859,5.85939983802129
121.607059058879,25.1714366055321,"1","76","0","0","76",0.20472602923088,9.76566642948400
121.607606185378,25.1740742208603,"1","77","0","0","77",0.20741979277398,13.67193298056414
121.608331726795,25.1766684359,"1","78","0","0","78",0.21011355631575,17.57819954956564
121.609232312028,25.1792071970667,"1","79","0","0","79",0.21280731985856,21.48446614729608
121.610303756657,25.1816787084326,"1","80","0","0","80",0.21550108340138,25.39073268423821
121.611541082391,25.1840714865357,"1","81","0","0","81",0.21819484694386,29.29699924509390
121.612938540209,25.1863744137327,"1","82","0","0","82",0.22088861048714,33.20326582377425
121.614489637053,25.1885767898584,"1","83","0","0","83",0.22358237402898,37.10953238591140
121.616187166015,25.1906683819425,"1","84","0","0","84",0.22627613757138,41.01579893129109
121.618023239807,25.1926394717539,"1","85","0","0","85",0.22896990111241,44.92206550565059
121.619989327428,25.1944809009528,"1","86","0","0","86",0.23166366465557,48.82833208311232
121.622076293774,25.196184113649,"1","87","0","0","87",0.23435742819696,52.73459864484122
121.624274442111,25.1977411961489,"1","88","0","0","88",0.23705119173936,56.64086523777290
121.626573559111,25.1991449137313,"1","89","0","0","89",0.23974495528403,60.54713179084636
121.62896296231,25.2003887442579,"1","90","0","0","90",0.24243871882657,64.45339834765150
121.631431549747,25.2014669084774,"1","91","0","0","91",0.24513248236892,68.35966491885593
121.633967851547,25.2023743968821,"1","92","0","0","92",0.24782624591131,72.26593148590496
121.636560083207,25.2031069929781,"1","93","0","0","93",0.25052000945302,76.17219804730962
121.639196200358,25.2036612928823,"1","94","0","0","94",0.25321377299481,80.07846461455790
121.641863954726,25.2040347211314,"1","95","0","0","95",0.25590753653804,83.98473119197963
121.644550951038,25.2042255426545,"1","96","0","0","96",0.25860130008187,87.89099775975608
121.647244704609,25.2042328708311,"1","97","0","0","97",0.26129506362071,91.79726432305083
121.649932699375,25.2040566716128,"1","98","0","0","98",0.26398882716387,89.99999999924871
